frame,player,x,y,z,dx,dy
0,0,81.27434934539312,93.15941575717278,0.0,0.0,0.0
0,12,76.06863691391712,83.5028468642323,,0.0,0.0
0,367,80.40816326530611,55.042016806722685,,0.0,0.0
0,1583,81.27434934539312,93.15941575717278,,0.0,0.0
0,2248,71.42857142857143,63.02521008403361,,0.0,0.0
0,2256,83.12925170068027,86.76470588235294,,0.0,0.0
0,3652,2.857142857142857,56.09243697478992,,0.0,0.0
0,3802,66.39455782312925,27.100840336134453,,0.0,0.0
0,4563,52.6530612244898,51.890756302521005,,0.0,0.0
0,5867,73.24525315588627,88.16375714498842,,0.0,0.0
0,6501,51.42857142857142,91.38655462184875,,0.0,0.0
0,7300,85.98639455782313,71.84873949579833,,0.0,0.0
0,7301,82.85714285714286,72.89915966386555,,0.0,0.0
0,7302,82.0408163265306,83.19327731092437,,0.0,0.0
0,7502,54.421768707483,89.91596638655463,,0.0,0.0
0,8695,82.10289276180814,91.02473179467304,,0.0,0.0
0,9617,72.24464197712,28.236161275769504,,0.0,0.0
0,10678,80.68027210884352,72.89915966386555,,0.0,0.0
1,0,80.89543183329346,93.36635468902101,0.0,-0.37891751209966174,0.20693893184822798
1,12,75.72938721786387,83.48294737316013,,-0.33924969605324407,-0.019899491072166597
1,367,80.24915238236589,55.02405593651144,,-0.1590108829402226,-0.01796087021124748
1,1583,80.89543183329346,93.36635468902101,,-0.37891751209966174,0.20693893184822798
1,2248,71.17930518782333,63.44919982495743,,-0.24926624074809922,0.42398974092382247
1,2256,82.94488121048488,86.8006100261961,,-0.1843704901953913,0.03590414384315466
1,3652,2.857142438922826,56.09242264693618,,-4.182200310509643e-07,-1.4327853740780938e-05
1,3802,66.28255203324322,27.238943338663987,,-0.11200578988602672,0.13810300252953311
1,4563,52.65724892288532,51.957594567587485,,0.00418769839552624,0.06683826506647961
1,5867,73.02949877671023,88.13994323105497,,-0.21575437917604745,-0.023813913933452113
1,6501,51.40428056569857,91.39781175103631,,-0.02429086287285287,0.011257129187569603
1,7300,85.9480194709408,71.82635414077514,,-0.038375086882325604,-0.02238535502318939
1,7301,82.84770918388575,72.90322229545733,,-0.009433673257106534,0.004062631591779109
1,7302,82.09076632774193,83.18310029131072,,0.049950001211328754,-0.010177019613649918
