frame,player,x,y,z,dx,dy
0,0,56.34089691714528,55.89068104537176,0.0,-0.1287961888728688,-0.2007313207307604
0,12,56.34089691714528,55.89068104537176,,-0.1287961888728688,-0.2007313207307604
0,1923,24.19162864904075,39.13742469787813,,0.06895019287108894,0.010254337510659184
0,3235,24.995255691734297,31.197754846214124,,0.0259778218145712,0.04939235546990517
0,6439,29.72645924538435,53.08109505107122,,0.0029206962687489124,-0.034455590454356866
0,7600,23.04833651955713,42.20907222011911,,0.05320135247955804,0.0217717727140041
0,14761,28.936567125133116,55.31668060971807,,0.015498641143317116,-0.03251842123625437
0,16656,27.374898263650575,28.14922579400084,,0.01579561444740918,0.09349813815381935
0,18912,25.891412564322696,72.26278159201689,,-0.0004719739543688206,-0.005446510219542233
0,21118,31.996482196976718,70.27160946229273,,-0.0004376393171412474,-0.02051755536768951
0,23899,45.00999636322041,66.02937148579406,,0.16602936105369537,-0.3213066597550096
0,25686,55.02646306684754,60.19599379950126,,0.06640437773898356,-0.2906793979144169
0,37572,37.227006837624906,44.85627700320255,,0.07093263586441623,-0.05426120595891604
0,42428,26.97138806189845,92.65789467777397,,0.0005940607845467127,0.005305123224545127
0,44136,35.65023090674728,90.33112402726687,,0.1525380365593847,-0.12740127804097767
0,44137,44.48628388387949,41.00888160764764,,0.13687511796179308,-0.04480462284229958
0,48457,5.717113671651293,48.31921659237226,,-7.151009340677916e-05,2.8103465652407067e-06
0,53809,45.92983173162267,88.1532583327007,,0.1266310696499744,-0.08498564770400208
0,53810,56.92896085539777,76.94740208826994,,0.1266253628713372,-0.12601834572073756
0,53811,46.136201776038746,57.094802045839586,,0.15237044818420742,-0.12474566229588646
0,53812,47.620163610282624,35.48270360226459,,0.1068661078923796,-0.16667600950977146
0,58367,33.54679935372892,47.53222227922676,,0.09831703503683542,-0.08682600692844034
1,0,56.20302148829538,55.678312496289195,0.0,-0.13787542884990245,-0.2123685490825622
1,12,56.20302148829538,55.678312496289195,,-0.13787542884990245,-0.2123685490825622
1,1923,24.26881036356247,39.15082758895686,,0.07718171452171774,0.013402891078726498
1,3235,25.021766681716766,31.24716364205473,,0.02651098998246937,0.049408795840605535
1,6439,29.729030304673344,53.04621129196671,,0.0025710592889929273,-0.03488375910450969
1,7600,23.098765483471073,42.227356290684966,,0.05042896391394436,0.018284070565854904
1,14761,28.95367033972812,55.28400981954403,,0.017103214595003635,-0.032670790174037734
1,16656,27.389337133740373,28.237486756144676,,0.014438870089797717,0.08826096214383483
1,18912,25.891375041478625,72.25676664193735,,-3.752284407099182e-05,-0.006014950079546111
1,21118,31.99683630194818,70.23743074865315,,0.0003541049714606004,-0.034178713639576586
1,23899,45.16827856882995,65.69255888937843,,0.1582822056095381,-0.33681259641562633
1,25686,55.07647091717468,59.89894226649675,,0.05000785032714106,-0.29705153300450604
1,37572,37.30503743534591,44.79263960765829,,0.0780305977210034,-0.06363739554426218
1,42428,26.972138174471155,92.66459338560675,,0.0007501125727067404,0.006698707832782702
1,44136,35.80187968520391,90.20274163603302,,0.15164877845662517,-0.12838239123384199
