frame,player,x,y
3,18,35.38005801003236,61.33986226786092
3,19,41.49933303910865,44.55105332075568
3,20,22.270407906138523,12.790097145238818
3,21,38.42125679865001,30.037246984253475
3,22,38.83363081515119,65.48328843792768
3,23,24.94797698503012,89.82522168117762
3,24,22.787534797936832,58.535290447752665
3,25,21.51620240072448,44.481201422877405
3,0,38.83363081515119,65.48328843792768
4,11,19.995962554418924,29.405911045331877
4,12,19.510239329302706,45.739655637177115
4,13,19.360743871560228,57.50133710723911
4,14,24.089190501963994,63.827628240557665
4,15,21.172052728483504,72.62020844764177
4,16,21.31257508325743,84.31080469394873
4,17,34.9928929585632,69.35597038700301
4,18,35.53509751002903,61.14971399814781
4,19,41.29845285379004,44.48412977102583
4,20,22.28577307993281,12.677967608151361
4,21,38.253275143337746,29.998146683993333
4,22,38.78093815935762,65.37555564696359
4,23,24.902544289020774,89.2332899782819
4,24,22.914073425290525,58.97932721654592
4,25,21.424390322219825,44.3981350971286
4,0,38.78093815935762,65.37555564696359
5,11,19.97993224033553,29.394551912165895
5,12,19.64665254484896,45.933796112216044
5,13,19.49566545753382,57.63222776392129
5,14,24.225690829809615,64.00766803496838
5,15,21.25150513673381,72.34668557987837
5,16,21.310290461557134,84.02755303486593
5,17,35.022742280340026,69.2087636235029
5,18,35.67665602287649,60.96971497263682
5,19,41.10895559126678,44.416851726596555
5,20,22.2940557441041,12.582602989372681
5,21,38.08323697252447,29.973629707241077
5,22,38.715515589433544,65.26117031087551
5,23,24.869913839663084,88.73632627760001
5,24,23.02566175842469,59.34995630413336
5,25,21.36930964656927,44.318025088882685
5,0,38.715515589433544,65.26117031087551
6,11,19.970551447309408,29.361983414404783
6,12,19.77784319299677,46.0711153516026
6,13,19.625300688010793,57.720748263142475
6,14,24.33692029909546,64.14280508889978
6,15,21.338861823958673,72.11282522064145
6,16,21.311275428949347,83.78700192300627
6,17,35.0482809039291,69.06304543412524
6,18,35.80514571001053,60.799506453952624
6,19,40.93018128989258,44.349398971676315
6,20,22.29575055652423,12.50318140377346
6,21,37.9112720907832,29.962690752571202
6,22,38.63773957256883,65.1411593315702
6,23,24.849187689532755,88.32872398381642
6,24,23.12282899538838,59.65118220836575
6,25,21.348081446456078,44.24089531268736
6,0,38.63773957256883,65.1411593315702
7,11,19.96734640531837,29.3100842150373
7,12,19.903851082110265,46.15497086973978
7,13,19.749283751422016,57.76897199809677
7,14,24.424137633948245,64.23570938441753
7,15,21.433168036800406,71.91619042685163
7,16,21.31522324759888,83.58647371110034
7,17,35.06953166516984,68.91890081831748
7,18,35.92097873286687,60.638729704719836
7,19,40.76146998802115,44.281951290473565
7,20,22.29135217506503,12.438880966224367
7,21,37.737510302686964,29.964324518558193
7,22,38.547986575953324,65.01654961095431
7,23,24.839467891205487,88.0048765016156
7,24,23.206104334230638,59.887009427093815
7,25,21.357826794563472,44.1667696830903
7,0,38.547986575953324,65.01654961095431
8,11,19.96984334434024,29.240732977052236
8,12,20.02471602055361,46.18872018103065
8,13,19.86724883619841,57.77897236197837
8,14,24.488601558494732,64.28905090358745
8,15,21.533469021901364,71.75434425542963
8,16,21.32182717967057,83.42329075187874
8,17,35.086517399901766,68.7764147755272
8,18,36.024567252881354,60.48702598756313
8,19,40.60216172400623,44.21468846719679
8,20,22.281355257598342,12.388879791596086
8,21,37.562081412808794,29.977525703776568
8,22,38.446633066776876,64.88836805093469
8,23,24.839856497257006,87.75917723568209
8,24,23.276016973000523,60.06144245816835
8,25,21.39566676357472,44.095672114639264
8,0,38.446633066776876,64.88836805093469
9,11,19.97756849435285,29.15580836343836
9,12,20.14047781669093,46.17572079987819
9,13,19.97883013077085,57.752822747981426
9,14,24.531570796861644,64.30549962847522
9,15,21.638810025903876,71.62484976329613
9,16,21.330780487329235,83.29477539807208
9,17,35.09926094396428,68.6356723052019
9,18,36.11632343148973,60.34403656510716
9,19,40.451596536201514,44.14779028605442
9,20,22.266254461995995,12.352355994759291
9,21,37.385115225721734,30.00128900680082
9,22,38.334055512229334,64.75764155341801
9,23,24.849455560263014,87.58601959070036
9,24,23.333096109747082,60.1784857994401
9,25,21.458722426173054,44.02762652188195
9,0,38.22664927500372,63.691536241693356
10,11,19.99004808533402,29.057189037184465
10,12,20.251176278886387,46.119330240685485
10,13,20.083661823570246,57.692596549300134
10,14,24.554304073175718,64.28772554114659
10,15,21.748236295450287,71.52527000737182
10,16,21.341776432739714,83.19825000241097
10,17,35.10778513319688,68.4967584067891
10,18,36.1966594301278,60.20940269997658
10,19,40.309114462960736,44.08143653125499
10,20,22.24654444612983,12.328487690584664
10,21,37.2067415459988,30.03460912620545
10,22,38.21063037950058,64.62539702031108
10,23,24.867367132799234,87.47979697135494
10,24,23.37787094251937,60.24214394875984
10,25,21.54411485504173,43.96265681936607
10,0,38.00666548323057,62.49470443245202
11,11,20.006808347261565,28.94675366127931
11,12,20.35685121550411,46.02290601785554
11,13,20.181378103027487,57.600367159128616
11,14,24.558060111563695,64.23839862366731
11,15,21.86079307718292,71.4531680445774
11,16,21.354508278066824,83.131036917626
11,17,35.112112803439004,68.3597580797363
11,18,36.26598741023134,60.08276565479605
11,19,40.17405554263761,44.0158069870069
11,20,22.222719867871675,12.316452993942882
11,21,37.02709017821304,30.076480760564962
11,22,38.07673413578044,64.49266135352062
11,23,24.892693267441377,87.43490278233031
11,24,23.410870669366442,60.25642140397833
11,25,21.64896512286399,43.900786921639344
11,0,37.78668169145742,61.29787262321069
12,11,20.027375510113316,28.826380898711687
12,12,20.457542434908255,45.889805645791384
12,13,20.27161315757347,57.47820797066108
12,14,24.544097636152305,64.1601888581031
12,15,21.975525617744132,71.40610693183353
12,16,21.368669285475395,83.09045849644781
12,17,35.112266790530136,68.22475632349104
12,18,36.32471953323614,59.96376669219023
12,19,40.045759813585875,43.95108143751867
12,20,22.195275385093378,12.315430019704625
12,21,36.84629092693747,30.125898608453866
12,22,37.9327432482588,64.36046145495335
12,23,24.92453601676515,87.44573042831101
12,24,23.432624488337357,60.225322662946354
12,25,21.77039430232309,43.84204074324948
12,0,37.566697899684264,60.10104081396935
13,11,20.051275803867092,28.697949412470358
13,12,20.553289745462955,45.72338663889605
13,13,20.354001175639088,57.32819237709164
13,14,24.51367537106829,64.05576622651968
13,15,22.091479163776246,71.3816497260609
13,16,21.383952717130253,83.07383709160696
13,17,35.108269930309696,68.09183813750083
13,18,36.37326796057797,59.85204707478375
13,19,39.92356731415922,43.88743966699874
13,20,22.16470565566676,12.324596882740563
13,21,36.66447359674513,30.18185736844665
13,22,37.77903418412548,64.22982422651604
13,23,24.961997433346262,87.50667331398148
13,24,23.44366159748115,60.15285222351464
13,25,21.905523466102267,43.78644219874418
13,0,37.34671410791111,58.90420900472802
14,11,20.07803545850072,28.56333786554411
14,12,20.644132955532363,45.52700651157256
14,13,20.428176345655245,57.15239377161452
14,14,24.46805204043839,63.92780071098282
14,15,22.20769896192161,71.3773594841802
14,16,21.400051835196226,83.07849505583408
14,17,35.10014505861717,67.96108852121321
14,18,36.41204485369262,59.7472480652013
14,19,39.80681808271138,43.825061459655586
14,20,22.131505337463672,12.343131697921383
14,21,36.481767992209065,30.24335173911782
14,22,37.615983410570365,64.10177657011546
14,23,25.004179569760435,87.61212484402627
14,24,23.444511194846886,60.04301458353399
14,25,22.051473686884776,43.73401520267119
14,0,37.12673031613796,57.70737719548668
15,11,20.107180703992018,28.42442492092171
15,12,20.730111873480613,45.30402277822393
15,13,20.49377285605282,56.952885547423826
15,14,24.408486368389323,63.778962293558216
15,15,22.323230258822548,71.3907992631121
15,16,21.416659901838134,83.10175474185974
15,17,35.087915011292004,67.83259247407565
15,18,36.44146237401587,59.64901092606751
15,19,39.69485215759607,43.76412659969766
15,20,22.096169088355936,12.370212580117753
15,21,36.298303917902274,30.309376419041865
15,22,37.44396739478328,63.9773453876583
15,23,25.050184478583375,87.75647842312983
15,24,23.43570247848361,59.899814240855115
15,25,22.20536603735385,43.68478366957817
15,0,36.906746524364806,56.51054538624535
16,11,20.138237770318806,28.283089241591945
16,12,20.811266307671854,45.05779295325323
16,13,20.55042489526273,56.73174109771376
16,14,24.336237079047848,63.611920956311636
16,15,22.437118301121416,71.41953211977732
16,16,21.43347017922082,83.14093850241458
16,17,35.07160262417368,67.70643499553572
16,18,36.4619326829835,59.55697692000704
16,19,39.58700957716702,43.70481487133346
16,20,22.059191566215393,12.405017644200365
16,21,36.114211178397824,30.378926106793312
16,22,37.26336260395411,63.85755758105136
16,23,25.0991142123908,87.93412745597671
16,24,23.41776464644038,59.72725569332882
16,25,22.364321590192755,43.63877151401289
16,0,36.68676273259165,55.31371357700401
17,11,20.17073288745892,28.141209490543595
17,12,20.887636066470247,44.79167455106346
17,13,20.59776665171586,56.491033815678485
17,14,24.25256289654069,63.429346681308814
17,15,22.54840833546054,71.46112111109652
17,16,21.450175929509097,83.1933686902292
17,17,35.05123073310164,67.58270108504094
17,18,36.47386794203132,59.470787309644564
17,19,39.482630379777945,43.64730605877145
17,20,22.02106742891389,12.446725005039887
17,21,35.929619578268735,30.45099550094665
17,22,37.0745455052727,63.743440052201365
17,23,25.150070823758423,88.13946534725142
17,24,23.391226896766256,59.52934343880589
17,25,22.525461418084735,43.59600265052303
17,0,36.4667789408185,54.11688176776268
18,11,20.204192285390175,28.000664330765424
18,12,20.9592609582399,44.50902508605765
18,13,20.635432313843104,56.23283709451215
18,14,24.15872254499459,63.23390945061546
18,15,22.65614560848226,71.51312929399035
18,16,21.466470414867793,83.25636765803418
18,17,35.02682217391533,67.46147574203876
18,18,36.47768031259507,59.39008335760471
18,19,39.381054603782545,43.59177994622007
18,20,21.98229133432324,12.494512777506998
18,21,35.74465892208802,30.52457930007637
18,22,36.8778925659289,63.63601970301503
18,23,25.202156365261946,88.36688550163838
18,24,23.35661842751027,59.310081975137024
18,25,22.68590659371302,43.55650099365631
18,0,36.24679514904535,52.920049958521346
19,11,20.238142194090393,27.86333242524622
19,12,21.026180791344984,44.21320207263883
19,13,20.663056070075356,55.959224327408926
19,14,24.055974748536276,63.028279246297316
19,15,22.759375366828912,71.57311972537956
19,16,21.48204689746174,83.32725775856017
19,17,34.99839978245423,67.34284396597677
19,18,36.473781956110564,59.314506326512145
19,19,39.28162228753457,43.53841631788782
19,20,21.943357940315295,12.54755907647238
19,21,35.55945901442873,30.598672202756983
19,22,36.673780253112575,63.53632343539915
19,23,25.25447288947709,88.61078132382218
19,24,23.314468436721487,59.07347580017303
19,25,22.842778189760875,43.52029045796044
19,0,36.026811357272194,51.72321814928001
20,11,20.272108843537413,27.731092436974777
20,12,21.088435374149658,43.90756302521008
20,13,20.68027210884354,55.67226890756303
20,14,23.945578231292515,62.81512605042017
20,15,22.857142857142858,71.63865546218487
20,16,21.496598639455783,83.40336134453781
20,17,34.965986394557824,67.22689075630252
20,18,36.46258503401361,59.2436974789916
20,19,39.183673469387756,43.48739495798319
20,20,21.904761904761905,12.60504201680672
20,21,35.374149659863946,30.672268907563023
20,22,36.46258503401361,63.4453781512605
20,23,25.306122448979597,88.8655462184874
20,24,23.26530612244898,58.82352941176471
20,25,22.993197278911566,43.48739495798319
20,0,35.80682756549904,50.52638634003868
21,11,20.305641315172775,27.60560580244898
21,12,21.146040685074,43.59518439255801
21,13,20.68677710455395,55.37392491803666
21,14,23.828669040352164,62.59688980644867
21,15,22.948576081897794,71.70745926926034
21,16,21.509834456528274,83.48221536334299
21,17,34.92959917246261,67.11369423669261
21,18,36.44447187828886,59.1773139498955
21,19,39.08657503808386,43.43887459009954
21,20,21.86690526431036,12.666195320106493
21,21,35.18880862467502,30.7444654485381
21,22,36.2446275413138,63.3640895052953
21,23,25.356268335149224,89.12601950007333
21,24,23.209610689353614,58.56392627841631
21,25,23.13456443072903,43.45780276327983
21,0,35.58684377372589,49.32955453079734
22,11,20.338380096293207,27.487665052203603
22,12,21.198917382762207,43.278018361004314
22,13,20.682517675514898,55.06566920136506
22,14,23.70589251465297,62.37509030344384
22,15,23.033134066893243,71.77789274319483
22,16,21.521525378412065,83.56221514093411
22,17,34.88923258399385,67.00330502774096
22,18,36.41970550311705,59.11507636298863
22,19,38.98980128391742,43.39292969537047
22,20,21.829819570710157,12.730475134871584
22,21,35.00330552197743,30.814763201602844
22,22,36.02000506966339,63.292878163358594
22,23,25.404318794582387,89.38882412204063
22,24,23.14766136854385,58.297065751246905
22,25,23.265398202300414,43.43135956343667
22,0,35.366859981952736,48.13272272155601
23,11,20.36998852565913,27.37784549028249
23,12,21.246962295914393,42.957736051254244
23,13,20.667502926010073,54.74885928995144
23,14,23.577771316094772,62.1510172918656
23,15,23.110358593760072,71.84847718851037
23,16,21.53145798835352,83.64197059791479
23,17,34.844875423373836,66.89576687427054
23,18,36.388519093227764,59.05672121426352
23,19,38.89285334757098,43.349613694314456
23,20,21.793443754486216,12.797393216327665
23,21,34.81745792659495,30.882764878146975
23,22,35.78875907920456,63.23204354409483
23,23,25.44974331267955,89.65102894760459
23,24,23.079687397739953,58.02502615202897
23,25,23.384496647593537,43.40787540304756
23,0,35.14687619017958,46.935890912314676
24,11,20.40012994203098,27.2767224207295
24,12,21.290072253230687,42.636008584013055
24,13,20.64174196032318,54.424852716199055
24,14,23.44482810657744,61.92596052217386
24,15,23.179791444129155,71.91773390972922
24,16,21.539418869598997,83.72009165488869
24,17,34.79651648482484,66.79112352110434
24,18,36.35114583335061,59.00198499971267
24,19,38.79523236972708,43.308980007449954
24,20,21.757716746163474,12.86646131970041
24,21,34.631083413351355,30.948073189560215
24,22,35.55093103007946,63.181885066148496
24,23,25.492011374841162,89.90970283998062
24,24,23.005918014662175,57.74988580253505
24,25,23.490657820576224,43.38716032670635
24,0,34.92689239840643,45.73905910307334
25,11,20.4284676841692,27.184871147588517
25,12,21.328144083411217,42.31450707998605
25,13,20.60524388273794,54.0950070125112
25,14,23.307585548000837,61.701209744828624
25,15,23.240974399631387,71.98418421137355
25,16,21.545194605394883,83.7951882324595
25,17,34.744144562569176,66.68941871306538
25,18,36.307818908215175,58.9506042153287
25,19,38.696439491068325,43.27108205529548
25,20,21.722577476266885,12.937191200215507
25,21,34.44399955707048,31.010290847232334
25,22,35.30656238243032,63.142702148164155
25,23,25.530592466467716,90.16191466238422
25,24,22.926582457030822,57.4737230245377
25,25,23.582679775216324,43.36902437900695
25,0,34.70690860663328,44.542227293832
26,11,20.454665090834236,27.102866974903428
26,12,21.361074615156134,41.99490265987851
26,13,20.558017797538078,53.760679711291154
26,14,23.166566302264847,61.478054710289825
26,15,23.29344924189765,72.04634939796556
26,16,21.548571778987565,83.8658702512309
26,17,34.68774845082918,66.59069619497667
26,18,36.258771502551106,58.90231535710418
26,19,38.595975852277284,43.23597325836954
26,20,21.68796487532139,13.009094613098641
26,21,34.256023932576134,31.069020562553064
26,22,35.05569459639932,63.11479420878629
26,23,25.56495607295968,90.40473327803079
26,24,22.841909962566163,57.19861613980948
26,25,23.659360565481677,43.353277604543244
26,0,34.486924814860124,43.34539548459067
27,11,20.478385500786516,27.031285206718074
27,12,21.388760677165546,41.678866444395716
27,13,20.500072809007268,53.42322834494215
27,14,23.022293031269317,61.25778516901737
27,15,23.336757752558817,72.1027507740274
27,16,21.549336973623397,83.93074763180653
27,17,34.62731694382711,66.4949997116612
27,18,36.20423680108799,58.856854921031626
27,19,38.493342594036505,43.2037070371906
27,20,21.653817873851935,13.081683313575482
27,21,34.066974114692094,31.12386504691214
27,22,34.798369132128634,63.09846066665938
27,23,25.59457167971752,90.63522755013572
27,24,22.752129768988468,56.92664347012289
27,25,23.719498245340112,43.339730047909065
27,0,34.26694102308697,42.14856367534934
28,11,20.49929225278649,26.97070114707635
28,12,21.411099098139605,41.368069554242936
28,13,20.43141802142926,53.08401044586749
28,14,22.875288396914122,61.04169087147125
28,15,23.37044171324578,72.15190964408133
28,16,21.54727677254877,83.98843029479013
28,17,34.56283883578531,66.40237300794199
28,18,36.144447988555434,58.81395940310365
28,19,38.38804085702857,43.174336812277154
28,20,21.620075402383463,13.154469056871719
28,21,33.8766676782422,31.17442701169932
28,22,34.53462744976048,63.09400094042798
28,23,25.61890877214172,90.85046634191451
28,24,22.657471114018016,56.65988333725051
28,25,23.76189086875947,43.32819175369835
28,0,34.04695723131382,40.951731866108
29,11,20.51704868559458,26.92169010002212
29,12,21.42798670677843,41.06418311012546
29,13,20.35206253908774,52.74438354647042
29,14,22.72607506109913,60.83106156811138
29,15,23.394042905589416,72.19234731264945
29,16,21.54217775901006,84.03752816078531
29,17,34.49430292092604,66.31285982864205
29,18,36.07963824968304,58.77336529931279
29,19,38.27957178193604,43.1479160041477
29,20,21.586676391440918,13.22696359821303
29,21,33.684922198050245,31.220309168304325
29,22,34.264511009437015,63.10171444873657
29,23,25.637436835632734,91.04751851658253
29,24,22.55816323537508,56.40041406296488
29,25,23.785336489707582,43.31847276650493
29,0,33.826973439540666,39.75490005686667
30,11,20.531318137971258,26.88482736959926
30,12,21.439320331782167,40.76887823274858
30,13,20.262015466266437,52.405705179154225
30,14,22.57517568572421,60.627187009397744
30,15,23.407103111220618,72.22258508425402
30,16,21.533826516253637,84.0766511503958
30,17,34.421697993471646,66.2265039185844
30,18,36.01004076920045,58.734809105651635
30,19,38.16743650944151,43.12449803332074
30,20,21.553559771549246,13.298678692825103
30,21,33.49155524894003,31.26111422811692
30,22,33.98806127130047,63.12190061022968
30,23,25.649625355591052,91.22345293735523
30,24,22.454435370779947,56.150313969038535
30,25,23.7886331621523,43.310383130922716
30,0,33.60698964776751,38.55806824762533
31,11,20.541763948676934,26.860688259851642
31,12,21.444996801850927,40.48382604281755
31,13,20.161285907249056,52.06933287632217
31,14,22.42311293268923,60.431356945790256
31,15,23.40916411177026,72.24114426341721
31,16,21.522009627525886,84.10440918422528
31,17,34.34501284764442,66.14334902259203
31,18,35.93588873183724,58.69802731811274
31,19,38.05113618022754,43.10413632031476
31,20,21.520664473233392,13.369126095933613
31,21,33.29638440573537,31.29644490252684
31,22,33.70531969549301,63.15485884355181
31,23,25.65494381741714,91.37533846744807
31,24,22.34651675795289,55.91166137724402
31,25,23.770578940061455,43.30373289154557
31,0,33.38700585599436,37.361236438384
32,11,20.548049456472068,26.849848074823136
32,12,21.44491294568487,40.21069766103769
32,13,20.049882966319313,51.73662417037754
32,14,22.270409463894055,60.24486112774889
32,15,23.399767688869236,72.24654615466122
32,16,21.506513676073187,84.11941218287741
32,17,34.26423627766667,66.06343888548797
32,18,35.85741532232304,58.66275643268868
32,19,37.9301719349767,43.08688428564825
32,20,21.4879294270183,13.437817562764245
32,21,33.099227243260074,31.32590390292383
32,22,33.41632774215683,63.20088856734747
32,23,25.652861706511473,91.5002439700765
32,24,22.234636634614183,55.6865346093539
32,25,23.729971877402885,43.29833209296739
32,0,33.16702206422121,36.164404629142666
33,11,20.549838000117088,26.85288211855762
33,12,21.438965591984108,39.95116420811426
33,13,19.927815747760906,51.408936593723574
33,14,22.117587941238543,60.068989305733574
33,15,23.378455624148422,72.23731206250818
33,16,21.4871252451419,84.12027006695585
33,17,34.17935707776068,65.9868172520952
33,18,35.77485372538744,58.62873294537201
33,19,37.804044914371545,43.072795349839716
33,20,21.455293563428917,13.504264848542677
33,21,32.89990133633795,31.349093940697628
33,22,33.121126871434136,63.260289200261155
33,23,25.642848508274522,91.59523830845586
33,24,22.119024238484098,55.477011987140685
33,25,23.665610028144425,43.293990779782035
33,0,32.947038272448054,34.96757281990133
34,11,20.54679291837244,26.87036569509896
34,12,21.427051569448786,39.70689680475253
34,13,19.79509335585757,51.08762767876358
34,14,21.965171026622578,59.90503123020428
34,15,23.344769699238704,72.21196329148037
34,16,21.463630917978417,84.10559275706433
34,17,34.09036404214878,65.91352786723672
34,18,35.68843712576007,58.595693352155294
34,19,37.672256259094674,43.06192293340764
34,20,21.422695812990188,13.567979708494594
34,21,32.69822425979278,31.365617727237986
34,22,32.8197585434671,63.33336016093742
34,23,25.62437370810676,91.65739034580166
34,24,21.999908807282925,55.28517183237695
34,25,23.57629144625392,43.2905189965834
34,0,32.7270544806749,33.77074101065999
35,11,20.538577549998557,26.902874108491027
35,12,21.409067706779023,39.4795665716578
35,13,19.651724894892993,50.77405495790078
35,14,21.81368138194601,59.754276651620906
35,15,23.298251695770954,72.1690211460999
35,16,21.435817277829106,84.07399017380645
35,17,33.99724596505324,65.84361447573558
35,18,35.598398708170514,58.563374149031084
35,19,37.534307109828625,43.054320456870485
35,20,21.390075106227044,13.628473897845671
35,21,32.4940135884484,31.37507797393463
35,22,32.51226421839792,63.420400868020685
35,23,25.59690679140865,91.68376894532928
35,24,21.877519578730926,55.113092466835205
35,25,23.460814185699196,43.28772678796534
35,0,32.50707068890175,32.57390920141866
36,11,20.524855233755886,26.950982662777704
36,12,21.38491083267496,39.270844629535354
36,13,19.49771946915091,50.46957596353849
36,14,21.663641669108724,59.61801532044346
36,15,23.238443395376077,72.107006930889
36,16,21.403470907940346,84.02407223778597
36,17,33.899991640696406,65.77712082241477
36,18,35.5049716573484,58.531511831991985
36,19,37.389698607256,43.050041340746795
36,20,21.35737037366445,13.685259171821599
36,21,32.287086897128596,31.377077392177323
36,22,32.19868535636879,63.52171074015555
36,23,25.55991724358068,91.67144297025418
36,24,21.752085790548392,54.962852212288034
36,25,23.317976300448098,43.28542419852176
36,0,32.287086897128596,31.377077392177323
37,11,20.505289308404873,27.015266662002862
37,12,21.354477775836735,39.082402099090466
37,13,19.33308618291502,50.175548228079975
37,14,21.515574550010584,59.49753698713186
37,15,23.16488657968495,72.02444195036989
37,16,21.36637839155852,83.95444886960654
37,17,33.79858986330057,65.7140906520973
37,18,35.40838915802335,58.49984289703056
37,19,37.23793189205936,43.04913900555505
37,20,21.32452054582734,13.737847285648055
37,21,32.07726176065721,31.371218693355804
37,22,31.879063417521913,63.6375891959865
37,23,25.512874550023326,91.61748128379183
37,24,21.623836680455597,54.83652939050797
37,25,23.146575844468476,43.283421272846546
37,0,32.07726176065721,31.371218693355804
38,11,20.47954311270594,27.09630141021036
38,12,21.31766536496447,38.91591010102841
38,13,19.157834140469035,49.89332928392847
38,14,21.370002686551434,59.394131402146044
38,15,23.077123030328444,71.91984750906468
38,16,21.324326311929998,83.86372998987183
38,17,33.69302942708802,65.65456770960616
38,18,35.30888439492494,58.46810384013933
38,19,37.078508104921255,43.0516668718137
38,20,21.291464553240658,13.785749994550716
38,21,31.864355753858,31.3571045888598
38,22,31.553439861999447,63.768335654158015
38,23,25.455248196137042,91.5189527491576
38,24,21.493001486172805,54.73620232326754
38,25,22.94541087172814,43.28152805553354
38,0,31.864355753858,31.3571045888598
39,11,20.44727998541954,27.19466221144408
39,12,21.274370428758303,38.77303975605447
39,13,18.971972446096668,49.62427666348728
39,14,21.22744874063117,59.309088315945985
39,15,22.97469452893745,71.79174491149563
39,16,21.277101252301154,83.7505255191855
39,17,33.58329912628108,65.59859573976439
39,18,35.2066905527828,58.436031157310886
39,19,36.9109283865243,43.05767836004131
39,20,21.25814132642935,13.828479053755272
39,21,31.64818645155481,31.334337790079076
39,22,31.22185614994362,63.91424953331463
39,23,25.38650766732231,91.37292622956694
39,24,21.3598094454203,54.66394933233929
39,25,22.713279436194952,43.279554591176655
39,0,31.64818645155481,31.334337790079076
40,11,20.40816326530612,27.310924369747895
40,12,21.224489795918366,38.65546218487395
40,13,18.775510204081634,49.36974789915966
40,14,21.088435374149658,59.2436974789916
40,15,22.857142857142858,71.63865546218487
40,16,21.224489795918366,83.61344537815125
40,17,33.46938775510204,65.54621848739495
40,18,35.10204081632653,58.40336134453782
40,19,36.73469387755102,43.0672268907563
40,20,21.224489795918366,13.865546218487395
40,21,31.428571428571427,31.30252100840336
40,22,30.8843537414966,64.07563025210084
40,23,25.306122448979597,91.17647058823529
40,24,21.224489795918366,54.621848739495796
40,25,22.44897959183674,43.27731092436975
40,0,31.428571428571427,31.30252100840336
41,11,20.361926688183168,27.445159524177207
41,12,21.167880588881605,38.564130565568014
41,13,18.568594934413003,49.13072662199027
41,14,20.953214059728925,59.19864797032903
41,15,22.724244648327108,71.45968844889798
41,16,21.166354435070744,83.45173252275917
41,17,33.35130664675076,65.49745533723136
41,18,34.99510943773777,58.36990019001446
41,19,36.54945727872972,43.080291403343736
41,20,21.190247272456006,13.896613187909907
41,21,31.205288578589112,31.261519234764055
41,22,30.540927822558622,64.2524616053231
41,23,25.213779630253185,90.92795715508585
41,24,21.087179619108795,54.61110262463436
41,25,22.152042536214548,43.27460384709533
41,0,31.205288578589112,31.261519234764055
42,11,20.308585578096498,27.595424653833525
42,12,21.104241105032244,38.49712630572148
42,13,18.351927819901306,48.9067008575893
42,14,20.820951512879784,59.1722261833489
42,15,22.576715942878888,71.25630509237374
42,16,21.102861298218283,83.26716205054474
42,17,33.22915729033735,65.45222823364878
42,18,34.88583493900618,58.33573065074245
42,19,36.35547753097149,43.09655291265463
42,20,21.154344587684026,13.92194143693411
42,21,30.977957070718894,31.212246578259137
42,22,30.191388482062003,64.44346489243554
42,23,25.110036715262474,90.63096712687305
42,24,20.9476473713195,54.629408100151444
42,25,21.824932041262198,43.27122714089028
42,0,30.977957070718894,31.212246578259137
43,11,20.24822565614897,27.75927307282991
43,12,21.033229935491335,38.45181287029507
43,13,18.126348459062434,48.69678473020833
43,14,20.69054325983522,59.162117840028074
43,15,22.415507632938446,71.03055459659433
43,16,21.03425242286372,83.06214209442989
43,17,33.10306371394945,65.4104347609329
43,18,34.77409690957349,58.301004975925146
43,19,36.153165135233166,43.11561795240655
43,20,21.115510953467556,13.94194238440846
43,21,30.746156392929247,31.155879427528248
