,displaymin,event_id,field_pass,id,min,outcome,period,player_id,player_name,qualifiers,sec,side,team,team_name,to,to_name,to_x,to_y,to_z,type,x,y
0,1,,f,,0,1,1,15207,Philipp Lahm,{},0,H,357,Germany,41316,Benedikt Höwedes,,,,102,0.0,0.0
1,1,,f,,0,1,1,41316,Benedikt Höwedes,{},0,H,357,Germany,15208,Bastian Schweinsteiger,,,,102,0.0,0.0
2,1,,f,,0,1,1,15208,Bastian Schweinsteiger,{},0,H,357,Germany,40691,Jerome Boateng,,,,102,0.0,0.0
3,1,,f,,0,1,1,40691,Jerome Boateng,{},0,H,357,Germany,38392,Mats Hummels,,,,102,0.0,0.0
4,1,,f,,0,1,1,38392,Mats Hummels,{},0,H,357,Germany,100927,Christoph Kramer,,,,102,0.0,0.0
5,1,,f,,0,1,1,100927,Christoph Kramer,{},0,H,357,Germany,44989,Toni Kroos,,,,102,0.0,0.0
6,1,,f,,0,1,1,44989,Toni Kroos,{},0,H,357,Germany,5155,Miroslav Klose,,,,102,0.0,0.0
7,1,,f,,0,1,1,5155,Miroslav Klose,{},0,H,357,Germany,55634,Thomas Müller,,,,102,0.0,0.0
8,1,,f,,0,1,1,55634,Thomas Müller,{},0,H,357,Germany,37605,Mesut Özil,,,,102,0.0,0.0
9,1,,f,,0,1,1,37605,Mesut Özil,{},0,H,357,Germany,,,,,,102,0.0,0.0
10,1,,f,,0,1,1,20388,Manuel Neuer,{},0,H,357,Germany,15207,Philipp Lahm,,,,102,0.0,0.0
11,1,,f,,0,1,1,42899,Sergio Romero,{},0,A,632,Argentina,20658,Pablo Zabaleta,,,,102,0.0,0.0
12,1,,f,,0,1,1,55661,Enzo Pérez,{},0,A,632,Argentina,,,,,,102,0.0,0.0
13,1,,f,,0,1,1,58893,Marcos Rojo,{},0,A,632,Argentina,32644,Javier Mascherano,,,,102,0.0,0.0
14,1,,f,,0,1,1,32644,Javier Mascherano,{},0,A,632,Argentina,15312,Martín Demichelis,,,,102,0.0,0.0
15,1,,f,,0,1,1,15312,Martín Demichelis,{},0,A,632,Argentina,28525,Ezequiel Garay,,,,102,0.0,0.0
16,1,,f,,0,1,1,28525,Ezequiel Garay,{},0,A,632,Argentina,45154,Ezequiel Lavezzi,,,,102,0.0,0.0
17,1,,f,,0,1,1,45154,Ezequiel Lavezzi,{},0,A,632,Argentina,39462,Lucas Biglia,,,,102,0.0,0.0
18,1,,f,,0,1,1,39462,Lucas Biglia,{},0,A,632,Argentina,40232,Gonzalo Higuaín,,,,102,0.0,0.0
19,1,,f,,0,1,1,40232,Gonzalo Higuaín,{},0,A,632,Argentina,19054,Lionel Messi,,,,102,0.0,0.0
20,1,,f,,0,1,1,19054,Lionel Messi,{},0,A,632,Argentina,55661,Enzo Pérez,,,,102,0.0,0.0
21,1,,f,,0,1,1,20658,Pablo Zabaleta,{},0,A,632,Argentina,58893,Marcos Rojo,,,,102,0.0,0.0
22,1,1,f,2137779383,0,1,1,55661,Enzo Pérez,{},0,A,632,Argentina,,,,,,34,0.0,0.0
23,1,1,f,913777259,0,1,1,37605,Mesut Özil,{},0,H,357,Germany,,,,,,34,0.0,0.0
24,1,3,t,591083398,0,1,1,5155,Miroslav Klose,{},1,H,357,Germany,55634,Thomas Müller,50.6,48.2,,1,49.9,49.3
25,1,,t,,0,1,1,55634,Thomas Müller,{},1,H,357,Germany,,,,,,100,50.6,48.2
26,1,4,t,1044916962,0,1,1,55634,Thomas Müller,{},2,H,357,Germany,44989,Toni Kroos,37.5,50.7,,1,50.6,48.2
27,1,,t,,0,1,1,44989,Toni Kroos,{},3,H,357,Germany,,,,,,100,37.5,50.7
28,1,5,t,931446433,0,1,1,44989,Toni Kroos,{},4,H,357,Germany,40691,Jerome Boateng,29.8,15.9,,1,37.5,50.7
29,1,6,t,1263382287,0,0,1,40691,Jerome Boateng,{},7,H,357,Germany,,,73.6,38.9,,1,32.7,8.9
30,1,3,f,1762269680,0,1,1,28525,Ezequiel Garay,{},10,A,632,Argentina,32644,Javier Mascherano,,,,12,25.0,67.9
31,1,4,t,324899756,0,1,1,32644,Javier Mascherano,{},11,A,632,Argentina,58893,Marcos Rojo,22.0,92.1,,1,30.6,80.0
32,1,5,f,1217399647,0,1,1,58893,Marcos Rojo,{},12,A,632,Argentina,,,,,,49,22.0,92.1
33,1,6,t,1715794506,0,1,1,58893,Marcos Rojo,{},13,A,632,Argentina,40232,Gonzalo Higuaín,43.7,84.8,,1,22.7,93.9
34,1,7,f,1918439832,0,1,1,40232,Gonzalo Higuaín,{},17,A,632,Argentina,,,,,,50,39.0,69.8
35,1,7,f,56369329,0,1,1,40691,Jerome Boateng,{},17,H,357,Germany,44989,Toni Kroos,,,,7,61.0,30.2
36,1,8,f,1581224395,0,1,1,44989,Toni Kroos,{},19,H,357,Germany,,,,,,49,62.9,44.9
37,1,9,t,1710651419,0,1,1,44989,Toni Kroos,{},19,H,357,Germany,55634,Thomas Müller,72.2,43.1,,1,62.9,44.9
38,1,10,t,2055370279,0,0,1,55634,Thomas Müller,{},21,H,357,Germany,,,72.3,84.1,,1,71.3,43.6
39,1,8,t,1295983062,0,1,1,20658,Pablo Zabaleta,{},23,A,632,Argentina,45154,Ezequiel Lavezzi,34.2,8.2,,1,26.4,9.2
40,1,9,t,1654892502,0,0,1,45154,Ezequiel Lavezzi,{},26,A,632,Argentina,,,57.6,15.9,,1,37.4,5.6
41,1,11,f,1638282082,0,1,1,15208,Bastian Schweinsteiger,{},29,H,357,Germany,,,,,,49,37.2,82.1
42,1,12,t,892440043,0,1,1,15208,Bastian Schweinsteiger,{},30,H,357,Germany,38392,Mats Hummels,31.0,87.2,,1,38.1,82.0
43,1,,t,,0,1,1,38392,Mats Hummels,{},30,H,357,Germany,,,,,,100,31.0,87.2
44,1,13,t,1799712277,0,1,1,38392,Mats Hummels,{},31,H,357,Germany,41316,Benedikt Höwedes,37.5,96.3,,1,31.0,87.2
45,1,,t,,0,1,1,41316,Benedikt Höwedes,{},35,H,357,Germany,,,42.6,96.6,,101,37.5,96.3
46,1,,t,,0,1,1,41316,Benedikt Höwedes,{},35,H,357,Germany,,,,,,100,37.5,96.3
47,1,14,t,1724798910,0,1,1,41316,Benedikt Höwedes,{},36,H,357,Germany,38392,Mats Hummels,26.6,82.3,,1,42.6,96.6
48,1,,t,,0,1,1,38392,Mats Hummels,{},38,H,357,Germany,,,26.2,80.2,,101,26.6,82.3
49,1,,t,,0,1,1,38392,Mats Hummels,{},38,H,357,Germany,,,,,,100,26.6,82.3
50,1,15,t,1264967328,0,1,1,38392,Mats Hummels,{},39,H,357,Germany,15208,Bastian Schweinsteiger,30.1,53.0,,1,26.2,80.2
51,1,,t,,0,1,1,15208,Bastian Schweinsteiger,{},41,H,357,Germany,,,31.7,51.2,,101,30.1,53.0
52,1,,t,,0,1,1,15208,Bastian Schweinsteiger,{},41,H,357,Germany,,,,,,100,30.1,53.0
53,1,16,t,615033104,0,1,1,15208,Bastian Schweinsteiger,{},42,H,357,Germany,40691,Jerome Boateng,34.1,29.4,,1,31.7,51.2
54,1,17,t,1236580303,0,0,1,40691,Jerome Boateng,{},46,H,357,Germany,,,72.1,100.0,,1,49.4,32.4
55,1,10,f,760376653,0,1,1,55661,Enzo Pérez,{},49,A,632,Argentina,,,,,,5,28.6,-1.4
56,1,18,f,856149501,0,0,1,40691,Jerome Boateng,{},49,H,357,Germany,,,,,,5,71.4,101.4
57,2,11,f,1051190815,1,0,1,20658,Pablo Zabaleta,{},3,A,632,Argentina,,,33.0,16.2,,1,29.3,0.0
58,2,19,f,945928669,1,1,1,44989,Toni Kroos,{},4,H,357,Germany,,,,,,49,63.7,90.5
59,2,37,t,426434267,1,1,1,44989,Toni Kroos,{},4,H,357,Germany,15208,Bastian Schweinsteiger,62.7,79.6,,1,62.8,87.6
60,2,,t,,1,1,1,15208,Bastian Schweinsteiger,{},5,H,357,Germany,,,59.1,74.8,,101,62.7,79.6
61,2,,t,,1,1,1,15208,Bastian Schweinsteiger,{},5,H,357,Germany,,,,,,100,62.7,79.6
62,2,20,t,721725026,1,1,1,15208,Bastian Schweinsteiger,{},6,H,357,Germany,5155,Miroslav Klose,74.7,72.3,,1,59.1,74.8
63,2,21,t,65497690,1,0,1,5155,Miroslav Klose,{},8,H,357,Germany,,,97.6,78.1,,1,73.9,72.3
64,2,12,f,296512455,1,1,1,42899,Sergio Romero,{},14,A,632,Argentina,,,,,,49,4.3,25.0
65,2,13,t,1746112964,1,1,1,42899,Sergio Romero,{},16,A,632,Argentina,58893,Marcos Rojo,21.8,94.1,,1,9.7,35.8
66,2,14,t,1626391621,1,0,1,58893,Marcos Rojo,{},22,A,632,Argentina,,,59.5,96.5,,1,22.7,95.3
67,2,22,f,1980074367,1,1,1,40691,Jerome Boateng,{},27,H,357,Germany,,,,,,49,37.7,14.1
68,2,23,t,746545961,1,1,1,40691,Jerome Boateng,{},27,H,357,Germany,15208,Bastian Schweinsteiger,45.8,27.4,,1,37.7,14.1
69,2,,t,,1,1,1,15208,Bastian Schweinsteiger,{},28,H,357,Germany,,,,,,100,45.8,27.4
70,2,,t,,1,1,1,15208,Bastian Schweinsteiger,{},28,H,357,Germany,,,45.4,27.0,,101,45.8,27.4
71,2,24,t,1909319440,1,1,1,15208,Bastian Schweinsteiger,{},29,H,357,Germany,44989,Toni Kroos,55.0,26.2,,1,45.4,27.0
72,2,,t,,1,1,1,44989,Toni Kroos,{},31,H,357,Germany,,,55.0,27.0,,101,55.0,26.2
73,2,,t,,1,1,1,44989,Toni Kroos,{},31,H,357,Germany,,,,,,100,55.0,26.2
74,2,25,t,901497863,1,1,1,44989,Toni Kroos,{},32,H,357,Germany,100927,Christoph Kramer,68.7,22.7,,1,55.0,27.0
75,2,,t,,1,1,1,100927,Christoph Kramer,{},33,H,357,Germany,,,68.3,21.5,,101,68.7,22.7
76,2,,t,,1,1,1,100927,Christoph Kramer,{},33,H,357,Germany,,,,,,100,68.7,22.7
77,2,26,t,541942691,1,1,1,100927,Christoph Kramer,{},34,H,357,Germany,55634,Thomas Müller,72.9,3.2,,1,68.3,21.5
78,2,,t,,1,1,1,55634,Thomas Müller,{},35,H,357,Germany,,,72.9,3.4,,101,72.9,3.2
79,2,,t,,1,1,1,55634,Thomas Müller,{},35,H,357,Germany,,,,,,100,72.9,3.2
80,2,27,t,1509571235,1,1,1,55634,Thomas Müller,{},36,H,357,Germany,37605,Mesut Özil,75.0,34.2,,1,72.9,3.4
81,2,28,t,778989172,1,0,1,37605,Mesut Özil,{},39,H,357,Germany,,,87.7,33.6,,1,76.5,39.2
82,2,15,f,788106908,1,1,1,32644,Javier Mascherano,{},40,A,632,Argentina,,,,,,12,14.3,70.2
83,2,29,t,1927310886,1,1,1,38392,Mats Hummels,{},47,H,357,Germany,41316,Benedikt Höwedes,49.5,98.9,,1,25.5,89.1
84,2,30,f,2004253421,1,0,1,41316,Benedikt Höwedes,{},48,H,357,Germany,,,,,,61,49.5,98.9
85,2,16,f,1530128434,1,1,1,40232,Gonzalo Higuaín,{},49,A,632,Argentina,,,,,,5,48.2,-1.6
86,2,31,f,31394708,1,0,1,41316,Benedikt Höwedes,{},49,H,357,Germany,,,,,,5,51.8,101.6
87,3,17,f,216580942,2,1,1,20658,Pablo Zabaleta,{},1,A,632,Argentina,19054,Lionel Messi,47.3,9.1,,1,46.5,0.0
88,3,,f,,2,1,1,19054,Lionel Messi,{},2,A,632,Argentina,,,,,,100,47.3,9.1
89,3,18,t,848563727,2,1,1,19054,Lionel Messi,{},3,A,632,Argentina,20658,Pablo Zabaleta,48.0,1.9,,1,47.3,9.1
90,3,,t,,2,1,1,20658,Pablo Zabaleta,{},4,A,632,Argentina,,,,,,100,48.0,1.9
91,3,19,t,458617063,2,1,1,20658,Pablo Zabaleta,{},5,A,632,Argentina,15312,Martín Demichelis,34.0,5.3,,1,48.0,1.9
92,3,20,t,712036078,2,0,1,15312,Martín Demichelis,{},7,A,632,Argentina,19054,Lionel Messi,39.5,9.5,,1,34.0,5.3
93,3,21,f,1396161586,2,1,1,19054,Lionel Messi,{},7,A,632,Argentina,,,31.2,6.5,,43,0.0,0.0
94,3,32,f,1566503536,2,1,1,44989,Toni Kroos,{},7,H,357,Germany,,,,,,8,60.4,82.6
95,3,33,f,1810671146,2,1,1,44989,Toni Kroos,{},7,H,357,Germany,,,,,,49,60.4,82.6
96,3,34,t,252090000,2,1,1,44989,Toni Kroos,{},7,H,357,Germany,5155,Miroslav Klose,64.4,97.2,,1,60.4,82.6
97,3,35,t,418387202,2,0,1,5155,Miroslav Klose,{},8,H,357,Germany,,,67.6,76.4,,1,64.4,97.2
98,3,22,f,983681030,2,0,1,32644,Javier Mascherano,{},10,A,632,Argentina,58893,Marcos Rojo,,,,61,29.9,26.5
99,3,23,f,637890558,2,0,1,58893,Marcos Rojo,{},12,A,632,Argentina,,,,,,4,26.0,40.8
100,3,36,f,1939514850,2,1,1,55634,Thomas Müller,{},12,H,357,Germany,,,,,,4,72.8,53.8
101,4,38,f,1825791178,3,1,1,55634,Thomas Müller,{},19,H,357,Germany,15207,Philipp Lahm,72.7,49.3,,1,72.4,54.0
102,4,,f,,3,1,1,15207,Philipp Lahm,{},19,H,357,Germany,,,,,,100,72.7,49.3
103,4,39,t,663453905,3,1,1,15207,Philipp Lahm,{},20,H,357,Germany,44989,Toni Kroos,72.5,52.4,,1,72.7,49.3
104,4,,t,,3,1,1,44989,Toni Kroos,{},20,H,357,Germany,,,,,,100,72.5,52.4
105,4,40,f,1782487843,3,1,1,44989,Toni Kroos,{},21,H,357,Germany,,,100.0,50.0,0.0,15,72.5,52.4
106,4,24,f,524964942,3,1,1,55661,Enzo Pérez,{},21,A,632,Argentina,,,,,,10,15.6,49.7
107,4,41,t,670829361,3,0,1,38392,Mats Hummels,{},24,H,357,Germany,,,66.4,75.1,,1,56.0,67.3
108,4,25,t,1565254205,3,1,1,39462,Lucas Biglia,{},27,A,632,Argentina,45154,Ezequiel Lavezzi,60.9,13.1,,1,38.0,20.7
109,4,26,f,2048913272,3,1,1,45154,Ezequiel Lavezzi,{},31,A,632,Argentina,,,,,,49,63.2,14.0
110,4,27,t,191428704,3,0,1,45154,Ezequiel Lavezzi,{},32,A,632,Argentina,,,78.6,30.9,,1,67.9,24.4
111,4,42,f,2131142908,3,1,1,40691,Jerome Boateng,{},34,H,357,Germany,,,,,,12,21.3,68.8
112,4,28,f,909768531,3,1,1,40232,Gonzalo Higuaín,{},35,A,632,Argentina,55661,Enzo Pérez,100.0,99.3,11.1,13,89.9,27.0
113,4,29,f,1983660588,3,0,1,55661,Enzo Pérez,{},42,A,632,Argentina,,,,,,5,95.8,101.2
114,4,43,f,1641697832,3,1,1,40691,Jerome Boateng,{},42,H,357,Germany,15207,Philipp Lahm,,,,5,4.2,-1.2
115,4,44,f,893912561,3,1,1,15207,Philipp Lahm,{},52,H,357,Germany,,,8.4,14.6,,1,3.2,0.0
116,4,30,f,601801499,3,1,1,58893,Marcos Rojo,{},53,A,632,Argentina,,,53.7,92.7,,43,0.0,0.0
117,4,45,t,1077101582,3,0,1,40691,Jerome Boateng,{},53,H,357,Germany,,,42.5,24.1,,1,8.4,14.6
118,4,31,t,1311378604,3,0,1,28525,Ezequiel Garay,{},55,A,632,Argentina,,,62.8,100.0,,1,53.7,92.7
119,4,32,f,925351528,3,0,1,28525,Ezequiel Garay,{},55,A,632,Argentina,,,,,,5,62.7,101.3
120,4,46,f,367805567,3,1,1,40691,Jerome Boateng,{},55,H,357,Germany,15207,Philipp Lahm,,,,5,37.3,-1.3
121,5,47,f,163398556,4,1,1,15207,Philipp Lahm,{},10,H,357,Germany,5155,Miroslav Klose,55.4,14.9,,1,39.0,0.0
122,5,,f,,4,1,1,5155,Miroslav Klose,{},11,H,357,Germany,,,,,,100,55.4,14.9
123,5,,f,,4,1,1,5155,Miroslav Klose,{},11,H,357,Germany,,,54.9,12.6,,101,55.4,14.9
124,5,48,t,1737828861,4,1,1,5155,Miroslav Klose,{},12,H,357,Germany,55634,Thomas Müller,62.6,16.1,,1,54.9,12.6
125,5,,t,,4,1,1,55634,Thomas Müller,{},13,H,357,Germany,,,,,,100,62.6,16.1
126,5,49,t,1518255616,4,1,1,55634,Thomas Müller,{},14,H,357,Germany,100927,Christoph Kramer,55.0,19.8,,1,62.6,16.1
127,5,,t,,4,1,1,100927,Christoph Kramer,{},15,H,357,Germany,,,,,,100,55.0,19.8
128,5,50,t,215289384,4,1,1,100927,Christoph Kramer,{},16,H,357,Germany,15208,Bastian Schweinsteiger,39.8,19.1,,1,55.0,19.8
129,5,,t,,4,1,1,15208,Bastian Schweinsteiger,{},17,H,357,Germany,,,,,,100,39.8,19.1
130,5,,t,,4,1,1,15208,Bastian Schweinsteiger,{},17,H,357,Germany,,,37.4,33.6,,101,39.8,19.1
131,5,51,t,1559832067,4,1,1,15208,Bastian Schweinsteiger,{},18,H,357,Germany,38392,Mats Hummels,33.7,52.5,,1,37.4,33.6
132,5,,t,,4,1,1,38392,Mats Hummels,{},18,H,357,Germany,,,,,,100,33.7,52.5
133,5,52,t,1481069404,4,1,1,38392,Mats Hummels,{},19,H,357,Germany,41316,Benedikt Höwedes,45.4,89.7,,1,33.7,52.5
134,5,,t,,4,1,1,41316,Benedikt Höwedes,{},21,H,357,Germany,,,,,,100,45.4,89.7
135,5,53,t,1307617596,4,1,1,41316,Benedikt Höwedes,{},22,H,357,Germany,44989,Toni Kroos,41.2,83.5,,1,45.4,89.7
136,5,,t,,4,1,1,44989,Toni Kroos,{},23,H,357,Germany,,,41.1,85.3,,101,41.2,83.5
137,5,,t,,4,1,1,44989,Toni Kroos,{},23,H,357,Germany,,,,,,100,41.2,83.5
138,5,54,t,212850435,4,1,1,44989,Toni Kroos,{},24,H,357,Germany,41316,Benedikt Höwedes,43.9,96.0,,1,41.1,85.3
139,5,,t,,4,1,1,41316,Benedikt Höwedes,{},27,H,357,Germany,,,40.2,91.4,,101,43.9,96.0
140,5,,t,,4,1,1,41316,Benedikt Höwedes,{},27,H,357,Germany,,,,,,100,43.9,96.0
141,5,55,t,1676519995,4,1,1,41316,Benedikt Höwedes,{},28,H,357,Germany,38392,Mats Hummels,28.4,75.0,,1,40.2,91.4
142,5,,t,,4,1,1,38392,Mats Hummels,{},29,H,357,Germany,,,,,,100,28.4,75.0
143,5,,t,,4,1,1,38392,Mats Hummels,{},29,H,357,Germany,,,26.4,73.5,,101,28.4,75.0
144,5,56,t,408072413,4,1,1,38392,Mats Hummels,{},30,H,357,Germany,15208,Bastian Schweinsteiger,32.1,60.2,,1,26.4,73.5
145,5,,t,,4,1,1,15208,Bastian Schweinsteiger,{},34,H,357,Germany,,,,,,100,32.1,60.2
146,5,,t,,4,1,1,15208,Bastian Schweinsteiger,{},34,H,357,Germany,,,46.3,60.8,,101,32.1,60.2
147,5,57,t,2015706292,4,1,1,15208,Bastian Schweinsteiger,{},35,H,357,Germany,37605,Mesut Özil,60.0,85.6,,1,46.3,60.8
148,5,,t,,4,1,1,37605,Mesut Özil,{},36,H,357,Germany,,,,,,100,60.0,85.6
149,5,58,t,827718299,4,1,1,37605,Mesut Özil,{},37,H,357,Germany,41316,Benedikt Höwedes,43.4,91.4,,1,60.0,85.6
150,5,,t,,4,1,1,41316,Benedikt Höwedes,{},37,H,357,Germany,,,,,,100,43.4,91.4
151,5,59,t,2013362306,4,1,1,41316,Benedikt Höwedes,{},38,H,357,Germany,44989,Toni Kroos,43.1,74.8,,1,43.4,91.4
152,5,,t,,4,1,1,44989,Toni Kroos,{},39,H,357,Germany,,,,,,100,43.1,74.8
153,5,,t,,4,1,1,44989,Toni Kroos,{},39,H,357,Germany,,,43.7,70.0,,101,43.1,74.8
154,5,60,t,988334709,4,1,1,44989,Toni Kroos,{},40,H,357,Germany,15208,Bastian Schweinsteiger,39.0,62.1,,1,43.7,70.0
155,5,,t,,4,1,1,15208,Bastian Schweinsteiger,{},44,H,357,Germany,,,44.7,43.0,,101,39.0,62.1
156,5,,t,,4,1,1,15208,Bastian Schweinsteiger,{},44,H,357,Germany,,,,,,100,39.0,62.1
157,5,61,t,693127643,4,1,1,15208,Bastian Schweinsteiger,{},45,H,357,Germany,100927,Christoph Kramer,52.2,35.2,,1,44.7,43.0
158,5,,t,,4,1,1,100927,Christoph Kramer,{},45,H,357,Germany,,,,,,100,52.2,35.2
159,5,62,t,1556396766,4,1,1,100927,Christoph Kramer,{},46,H,357,Germany,40691,Jerome Boateng,43.1,27.0,,1,52.2,35.2
160,5,,t,,4,1,1,40691,Jerome Boateng,{},47,H,357,Germany,,,42.5,22.1,,101,43.1,27.0
161,5,,t,,4,1,1,40691,Jerome Boateng,{},47,H,357,Germany,,,,,,100,43.1,27.0
162,5,63,t,1109228411,4,1,1,40691,Jerome Boateng,{},48,H,357,Germany,15207,Philipp Lahm,62.4,3.7,,1,42.5,22.1
163,5,,t,,4,1,1,15207,Philipp Lahm,{},50,H,357,Germany,,,62.7,4.7,,101,62.4,3.7
164,5,,t,,4,1,1,15207,Philipp Lahm,{},50,H,357,Germany,,,,,,100,62.4,3.7
165,5,64,t,756694967,4,1,1,15207,Philipp Lahm,{},51,H,357,Germany,37605,Mesut Özil,72.6,37.0,,1,62.7,4.7
166,5,,t,,4,1,1,37605,Mesut Özil,{},51,H,357,Germany,,,,,,100,72.6,37.0
167,5,65,t,1383309709,4,1,1,37605,Mesut Özil,{},52,H,357,Germany,55634,Thomas Müller,92.3,19.1,,1,72.6,37.0
168,5,66,t,1778967979,4,0,1,55634,Thomas Müller,{},55,H,357,Germany,,,87.8,45.4,,1,94.2,23.6
169,5,33,f,50096933,4,1,1,39462,Lucas Biglia,{},56,A,632,Argentina,42899,Sergio Romero,,,,8,12.9,60.8
170,5,34,f,1694754337,4,1,1,42899,Sergio Romero,{},57,A,632,Argentina,,,,,,52,3.7,45.5
171,6,35,t,906268161,5,1,1,42899,Sergio Romero,{},3,A,632,Argentina,19054,Lionel Messi,64.3,23.6,,1,13.4,41.0
172,6,36,f,1668178078,5,0,1,19054,Lionel Messi,{},5,A,632,Argentina,,,,,,61,64.3,23.6
173,6,67,f,1581088875,5,0,1,38392,Mats Hummels,{},7,H,357,Germany,,,,,,61,37.8,92.3
174,6,37,t,641144699,5,0,1,19054,Lionel Messi,{},16,A,632,Argentina,,,75.6,13.5,,1,67.4,6.8
175,6,68,f,635760527,5,1,1,41316,Benedikt Höwedes,{},18,H,357,Germany,,,,,,8,21.7,85.6
176,6,69,t,1789914377,5,1,1,41316,Benedikt Höwedes,{},19,H,357,Germany,44989,Toni Kroos,29.2,82.4,,1,21.7,85.6
177,6,70,t,1719436660,5,0,1,44989,Toni Kroos,{},24,H,357,Germany,,,30.8,75.3,,1,29.6,79.7
178,6,38,f,1855004017,5,1,1,19054,Lionel Messi,{},26,A,632,Argentina,,,,,,5,84.1,-1.3
179,6,71,f,198924861,5,0,1,44989,Toni Kroos,{},26,H,357,Germany,,,,,,5,15.9,101.3
180,6,39,f,836127708,5,1,1,20658,Pablo Zabaleta,{},49,A,632,Argentina,39462,Lucas Biglia,65.6,4.6,,1,85.1,0.0
181,6,,f,,5,1,1,39462,Lucas Biglia,{},51,A,632,Argentina,,,,,,100,65.6,4.6
182,6,,f,,5,1,1,39462,Lucas Biglia,{},51,A,632,Argentina,,,65.3,4.7,,101,65.6,4.6
183,6,40,t,367258393,5,1,1,39462,Lucas Biglia,{},52,A,632,Argentina,28525,Ezequiel Garay,47.0,54.9,,1,65.3,4.7
184,6,,t,,5,1,1,28525,Ezequiel Garay,{},55,A,632,Argentina,,,,,,100,47.0,54.9
185,6,,t,,5,1,1,28525,Ezequiel Garay,{},55,A,632,Argentina,,,48.4,55.4,,101,47.0,54.9
186,6,41,t,1982072071,5,1,1,28525,Ezequiel Garay,{},56,A,632,Argentina,32644,Javier Mascherano,57.4,63.7,,1,48.4,55.4
187,6,,t,,5,1,1,32644,Javier Mascherano,{},57,A,632,Argentina,,,,,,100,57.4,63.7
188,6,42,t,2069286927,5,1,1,32644,Javier Mascherano,{},58,A,632,Argentina,58893,Marcos Rojo,60.8,94.8,,1,57.4,63.7
189,7,43,t,994844264,6,0,1,58893,Marcos Rojo,{},0,A,632,Argentina,,,67.2,90.8,,1,60.8,94.8
190,7,72,t,1640758431,6,1,1,15207,Philipp Lahm,{},2,H,357,Germany,5155,Miroslav Klose,61.2,21.5,,1,32.2,14.9
191,7,73,f,1713547603,6,1,1,5155,Miroslav Klose,{},4,H,357,Germany,,,,,,49,60.5,19.4
192,7,74,t,190826222,6,1,1,5155,Miroslav Klose,{},5,H,357,Germany,55634,Thomas Müller,56.9,4.4,,1,59.9,14.4
193,7,,t,,6,1,1,55634,Thomas Müller,{},5,H,357,Germany,,,,,,100,56.9,4.4
194,7,,t,,6,1,1,55634,Thomas Müller,{},5,H,357,Germany,,,56.3,4.4,,101,56.9,4.4
195,7,75,t,1879727462,6,1,1,55634,Thomas Müller,{},6,H,357,Germany,15207,Philipp Lahm,37.1,15.6,,1,56.3,4.4
196,7,,t,,6,1,1,15207,Philipp Lahm,{},7,H,357,Germany,,,35.8,15.9,,101,37.1,15.6
197,7,,t,,6,1,1,15207,Philipp Lahm,{},7,H,357,Germany,,,,,,100,37.1,15.6
198,7,76,t,20392967,6,1,1,15207,Philipp Lahm,{},8,H,357,Germany,15208,Bastian Schweinsteiger,40.4,31.3,,1,35.8,15.9
199,7,,t,,6,1,1,15208,Bastian Schweinsteiger,{},9,H,357,Germany,,,,,,100,40.4,31.3
200,7,77,t,768287581,6,1,1,15208,Bastian Schweinsteiger,{},10,H,357,Germany,44989,Toni Kroos,43.8,45.4,,1,40.4,31.3
201,7,,t,,6,1,1,44989,Toni Kroos,{},12,H,357,Germany,,,54.5,29.8,,101,43.8,45.4
202,7,,t,,6,1,1,44989,Toni Kroos,{},12,H,357,Germany,,,,,,100,43.8,45.4
203,7,78,t,1101333339,6,1,1,44989,Toni Kroos,{},13,H,357,Germany,55634,Thomas Müller,67.9,5.2,,1,54.5,29.8
204,7,,t,,6,1,1,55634,Thomas Müller,{},15,H,357,Germany,,,68.4,5.9,,101,67.9,5.2
205,7,,t,,6,1,1,55634,Thomas Müller,{},15,H,357,Germany,,,,,,100,67.9,5.2
206,7,79,t,1987264889,6,1,1,55634,Thomas Müller,{},16,H,357,Germany,15207,Philipp Lahm,56.9,18.2,,1,68.4,5.9
207,7,,t,,6,1,1,15207,Philipp Lahm,{},17,H,357,Germany,,,,,,100,56.9,18.2
208,7,80,t,614305616,6,1,1,15207,Philipp Lahm,{},18,H,357,Germany,44989,Toni Kroos,62.3,26.4,,1,56.9,18.2
209,7,,t,,6,1,1,44989,Toni Kroos,{},18,H,357,Germany,,,,,,100,62.3,26.4
210,7,81,t,727460203,6,1,1,44989,Toni Kroos,{},19,H,357,Germany,15207,Philipp Lahm,57.7,11.9,,1,62.3,26.4
211,7,82,t,429446569,6,0,1,15207,Philipp Lahm,{},21,H,357,Germany,,,97.3,16.1,,1,57.7,11.9
212,7,44,f,806064253,6,1,1,15312,Martín Demichelis,{},25,A,632,Argentina,,,,,,12,5.5,89.9
213,7,83,f,388381503,6,1,1,15207,Philipp Lahm,{},25,H,357,Germany,,,,,,43,0.0,0.0
214,7,45,f,966085698,6,0,1,15312,Martín Demichelis,{},26,A,632,Argentina,,,,,,5,4.2,100.9
215,7,84,f,340776437,6,1,1,15207,Philipp Lahm,{},26,H,357,Germany,55634,Thomas Müller,,,,5,95.8,-0.9
216,7,85,f,1351029808,6,1,1,55634,Thomas Müller,{},32,H,357,Germany,100927,Christoph Kramer,92.8,13.5,,1,96.9,0.0
217,7,,f,,6,1,1,100927,Christoph Kramer,{},32,H,357,Germany,,,,,,100,92.8,13.5
