frame,player,x,y,z,dx,dy
0,0,48.44942706308974,19.684970089174755,0.0,0.0,0.0
0,12,60.57423361566744,26.46961208868258,,0.0,0.0
0,2226,65.52905765644233,26.68639126614852,,0.0,0.0
0,2479,60.13482499047437,18.88743984512014,,0.0,0.0
0,2724,59.51699502864163,0.329897213861301,,0.0,0.0
0,3724,48.44942706308974,19.684970089174755,,0.0,0.0
0,4598,59.59183673469388,39.28571428571429,,0.0,0.0
0,4599,63.94557823129252,37.39495798319328,,0.0,0.0
0,4600,64.35374149659864,27.100840336134453,,0.0,0.0
0,4601,63.40136054421768,17.01680672268907,,0.0,0.0
0,7745,58.04484021617861,25.027840602863492,,0.0,0.0
0,10076,52.58439763103618,16.34993939690709,,0.0,0.0
0,11521,63.80952380952381,70.7983193277311,,0.0,0.0
0,11522,65.17006802721089,88.8655462184874,,0.0,0.0
0,14190,51.29251700680272,67.01680672268907,,0.0,0.0
0,14191,51.156462585034014,36.1344537815126,,0.0,0.0
0,14192,50.204081632653065,47.05882352941176,,0.0,0.0
0,14193,39.59183673469388,65.96638655462185,,0.0,0.0
0,14194,50.06802721088435,71.00840336134453,,0.0,0.0
0,16101,35.374149659863946,49.78991596638656,,0.0,0.0
0,16102,48.25829598575279,21.71986847948054,,0.0,0.0
0,19091,94.65364516491,46.92186146036017,,0.0,0.0
1,0,49.82253548286831,19.42811074128882,0.0,1.3731084197785677,-0.25685934788593556
1,12,60.67445599394623,26.36285205304719,,0.10022237827879366,-0.10676003563538927
1,2226,65.68603085516716,26.65417372615468,,0.1569731987248275,-0.03221753999383736
1,2479,60.208177797709034,18.748566653229744,,0.07335280723466298,-0.13887319189039715
1,2724,59.63610921759848,0.4619897940559241,,0.11911418895684989,0.1320925801946231
1,3724,48.62366089373082,19.746764057230394,,0.17423383064107867,0.06179396805563897
1,4598,59.71724845901274,39.12180091509497,,0.12541172431885883,-0.1639133706193192
1,4599,64.0522050711568,37.42804958384944,,0.10662683986428334,0.03309160065616368
1,4600,64.49190235684823,26.978571181706755,,0.13816086024958452,-0.12226915442769837
1,4601,63.271195120859,17.101860814620522,,-0.13016542335868309,0.08505409193145397
1,7745,58.21241610641044,25.16250452630659,,0.16757589023182362,0.13466392344309952
1,10076,52.47207571569816,16.32332798997689,,-0.11232191533802194,-0.026611406930200587
1,11521,63.76300375421952,70.84274338773965,,-0.04652005530429193,0.044424060008552146
1,11522,65.14662289354239,88.87220564206049,,-0.02344513366850265,0.006659423573097456
1,14190,51.313715997329716,67.20428262498874,,0.021198990526997363,0.18747590229966704
1,14191,51.02329881270668,36.00812037583134,,-0.133163772327336,-0.12633340568125817
1,14192,50.26447582118026,47.48871419066938,,0.06039418852719791,0.4298906612576161
1,14193,39.578564939989434,66.25827615782916,,-0.013271794704444062,0.2918896032073093
1,14194,50.11519023529481,70.99082849983168,,0.04716302441045883,-0.017574861512855477
1,16101,35.294541574935295,50.29426014107386,,-0.07960808492865112,0.5043441746873043
1,16102,48.29022320761794,21.251603704896368,,0.0319272218651534,-0.4682647745841706
1,19091,94.67914513568516,46.93452939206474,,0.025499970775157976,0.012667931704569924
2,0,51.085058905752796,19.191937880922012,0.0,1.2625234228844846,-0.23617286036680696
